"STYPE","MAANTHUI","MGEMOMV","MGEMLEEF","MOSHOOFD","MGODRK","MGODPR","MGODOV","MGODGE","MRELGE","MRELSA","MRELOV","MFALLEEN","MFGEKIND","MFWEKIND","MOPLHOOG","MOPLMIDD","MOPLLAAG","MBERHOOG","MBERZELF","MBERBOER","MBERMIDD","MBERARBG","MBERARBO","MSKA","MSKB1","MSKB2","MSKC","MSKD","MHHUUR","MHKOOP","MAUT1","MAUT2","MAUT0","MZFONDS","MZPART","MINKM30","MINK3045","MINK4575","MINK7512","MINK123M","MINKGEM","MKOOPKLA","PWAPART","PWABEDR","PWALAND","PPERSAUT","PBESAUT","PMOTSCO","AAUT","PAANHANG","PTRACTOR","PWERKT","PBROM","PLEVEN","PPERSONG","PGEZONG","PWAOREG","PBRAND","PZEILPL","PPLEZIER","PFIETS","PINBOED","PBYSTAND","AWAPART","AWABEDR","AWALAND","APERSAUT","ABESAUT","AMOTSCO","AVRAAUT","AAANHANG","ATRACTOR","AWERKT","ABROM","ALEVEN","APERSONG","AGEZONG","AWAOREG","ABRAND","AZEILPL","APLEZIER","AFIETS","AINBOED","ABYSTAND","CARAVAN"
"Modern, complete families",1,4,"40-50","Average Family","1 - 10%","63 - 75%","1 - 10%","24 - 36%","63 - 75%","1 - 10%","11 - 23%","11 - 23%","11 - 23%","63 - 75%","11 - 23%","24 - 36%","37 - 49%","11 - 23%","1 - 10%","1 - 10%","24 - 36%","11 - 23%","1 - 10%","11 - 23%","11 - 23%","24 - 36%","24 - 36%","1 - 10%","24 - 36%","63 - 75%","63 - 75%","24 - 36%","1 - 10%","63 - 75%","24 - 36%","24 - 36%","24 - 36%","24 - 36%","1 - 10%","1 - 10%","37 - 49%","50 - 62%","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"High Income, expensive child",1,5,"40-50","Successful hedonists","0%","50 - 62%","0%","37 - 49%","100%","0%","0%","0%","50 - 62%","37 - 49%","0%","37 - 49%","50 - 62%","37 - 49%","0%","0%","1 - 10%","37 - 49%","1 - 10%","0%","37 - 49%","0%","50 - 62%","1 - 10%","1 - 10%","89 - 99%","100%","0%","0%","37 - 49%","50 - 62%","1 - 10%","37 - 49%","37 - 49%","1 - 10%","0%","37 - 49%","89 - 99%","f 0","f 0","f 0","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Mixed rurals",1,3,"30-40","Farmers","1 - 10%","50 - 62%","1 - 10%","24 - 36%","63 - 75%","1 - 10%","24 - 36%","0%","37 - 49%","50 - 62%","0%","24 - 36%","63 - 75%","1 - 10%","0%","24 - 36%","24 - 36%","0%","37 - 49%","0%","11 - 23%","37 - 49%","24 - 36%","0%","24 - 36%","63 - 75%","63 - 75%","1 - 10%","11 - 23%","63 - 75%","24 - 36%","0%","0%","100%","0%","0%","50 - 62%","37 - 49%","f 0","f 0","f 100-199","f 0","f 0","f 0","f 0","f 1-49","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Traditional families",2,3,"50-60","Conservative families","0%","100%","0%","0%","100%","0%","0%","0%","37 - 49%","50 - 62%","1 - 10%","0%","89 - 99%","0%","0%","1 - 10%","11 - 23%","24 - 36%","37 - 49%","1 - 10%","0%","1 - 10%","63 - 75%","11 - 23%","63 - 75%","24 - 36%","50 - 62%","0%","37 - 49%","76 - 88%","11 - 23%","11 - 23%","63 - 75%","1 - 10%","1 - 10%","0%","37 - 49%","37 - 49%","f 50-99","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 50-99","f 0","f 0","f 0","f 0","f 0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"Young all american family",1,3,"40-50","Average Family","11 - 23%","37 - 49%","1 - 10%","24 - 36%","63 - 75%","1 - 10%","11 - 23%","11 - 23%","24 - 36%","37 - 49%","24 - 36%","37 - 49%","24 - 36%","24 - 36%","1 - 10%","0%","37 - 49%","1 - 10%","11 - 23%","24 - 36%","11 - 23%","24 - 36%","11 - 23%","1 - 10%","24 - 36%","63 - 75%","63 - 75%","11 - 23%","11 - 23%","63 - 75%","24 - 36%","11 - 23%","24 - 36%","37 - 49%","11 - 23%","1 - 10%","50 - 62%","63 - 75%","f 50-99","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 200-499","f 0","f 0","f 0","f 0","f 0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"Large family farms",1,3,"30-40","Farmers","0%","63 - 75%","0%","24 - 36%","63 - 75%","24 - 36%","0%","0%","50 - 62%","37 - 49%","1 - 10%","76 - 88%","11 - 23%","24 - 36%","0%","24 - 36%","24 - 36%","0%","1 - 10%","37 - 49%","11 - 23%","11 - 23%","11 - 23%","0%","0%","100%","37 - 49%","50 - 62%","0%","24 - 36%","63 - 75%","0%","37 - 49%","37 - 49%","11 - 23%","0%","50 - 62%","24 - 36%","f 0","f 100-199","f 0","f 0","f 0","f 0","f 1000-4999","f 0","f 500-999","f 0","f 0","f 0","f 0","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0",0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"Lower class large families",1,3,"40-50","Family with grown ups","1 - 10%","37 - 49%","1 - 10%","50 - 62%","76 - 88%","1 - 10%","11 - 23%","1 - 10%","37 - 49%","37 - 49%","11 - 23%","24 - 36%","37 - 49%","24 - 36%","0%","11 - 23%","11 - 23%","24 - 36%","1 - 10%","24 - 36%","1 - 10%","24 - 36%","24 - 36%","11 - 23%","24 - 36%","63 - 75%","76 - 88%","11 - 23%","1 - 10%","50 - 62%","37 - 49%","24 - 36%","11 - 23%","24 - 36%","11 - 23%","0%","37 - 49%","24 - 36%","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 50-99","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 100-199","f 0","f 0","f 0","f 0","f 0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"Large religous families",1,3,"40-50","Conservative families","0%","37 - 49%","1 - 10%","37 - 49%","76 - 88%","0%","11 - 23%","11 - 23%","24 - 36%","50 - 62%","0%","11 - 23%","76 - 88%","0%","0%","24 - 36%","0%","24 - 36%","24 - 36%","11 - 23%","0%","11 - 23%","24 - 36%","37 - 49%","24 - 36%","63 - 75%","50 - 62%","11 - 23%","24 - 36%","76 - 88%","11 - 23%","50 - 62%","37 - 49%","0%","0%","0%","11 - 23%","50 - 62%","f 0","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 100-199","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Mixed rurals",1,3,"40-50","Farmers","0%","50 - 62%","0%","37 - 49%","76 - 88%","11 - 23%","0%","0%","24 - 36%","63 - 75%","0%","37 - 49%","50 - 62%","11 - 23%","0%","11 - 23%","0%","37 - 49%","24 - 36%","11 - 23%","0%","11 - 23%","50 - 62%","0%","37 - 49%","50 - 62%","76 - 88%","11 - 23%","0%","50 - 62%","37 - 49%","11 - 23%","11 - 23%","24 - 36%","24 - 36%","0%","50 - 62%","37 - 49%","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 100-199","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Lower class large families",1,3,"40-50","Family with grown ups","0%","50 - 62%","11 - 23%","24 - 36%","76 - 88%","0%","11 - 23%","1 - 10%","63 - 75%","11 - 23%","11 - 23%","24 - 36%","50 - 62%","24 - 36%","0%","1 - 10%","11 - 23%","37 - 49%","1 - 10%","11 - 23%","11 - 23%","1 - 10%","24 - 36%","11 - 23%","11 - 23%","76 - 88%","63 - 75%","11 - 23%","11 - 23%","63 - 75%","24 - 36%","11 - 23%","37 - 49%","37 - 49%","0%","0%","37 - 49%","24 - 36%","f 0","f 0","f 0","f 0","f 0","f 200-499","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Mixed apartment dwellers",1,1,"30-40","Living well","0%","50 - 62%","11 - 23%","11 - 23%","1 - 10%","37 - 49%","50 - 62%","50 - 62%","37 - 49%","1 - 10%","1 - 10%","63 - 75%","11 - 23%","1 - 10%","0%","0%","63 - 75%","1 - 10%","24 - 36%","1 - 10%","37 - 49%","24 - 36%","24 - 36%","0%","100%","0%","24 - 36%","11 - 23%","37 - 49%","63 - 75%","24 - 36%","24 - 36%","37 - 49%","24 - 36%","0%","0%","24 - 36%","11 - 23%","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Residential elderly",1,1,"70-80","Cruising Seniors","11 - 23%","50 - 62%","11 - 23%","0%","0%","0%","100%","89 - 99%","1 - 10%","0%","1 - 10%","11 - 23%","76 - 88%","1 - 10%","0%","1 - 10%","37 - 49%","50 - 62%","1 - 10%","1 - 10%","0%","1 - 10%","63 - 75%","11 - 23%","89 - 99%","1 - 10%","0%","0%","100%","100%","0%","76 - 88%","11 - 23%","0%","0%","0%","1 - 10%","1 - 10%","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 50-99","f 0","f 0","f 0","f 0","f 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"High Income, expensive child",1,2,"60-70","Successful hedonists","1 - 10%","50 - 62%","11 - 23%","24 - 36%","50 - 62%","1 - 10%","37 - 49%","1 - 10%","89 - 99%","1 - 10%","63 - 75%","11 - 23%","1 - 10%","63 - 75%","11 - 23%","0%","1 - 10%","1 - 10%","1 - 10%","50 - 62%","24 - 36%","1 - 10%","1 - 10%","1 - 10%","1 - 10%","89 - 99%","50 - 62%","1 - 10%","24 - 36%","50 - 62%","37 - 49%","1 - 10%","1 - 10%","24 - 36%","24 - 36%","24 - 36%","89 - 99%","89 - 99%","f 0","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Large family, employed child",1,3,"40-50","Family with grown ups","0%","11 - 23%","11 - 23%","50 - 62%","76 - 88%","0%","11 - 23%","0%","11 - 23%","76 - 88%","0%","37 - 49%","50 - 62%","0%","0%","0%","0%","100%","0%","0%","0%","0%","100%","0%","100%","0%","50 - 62%","0%","37 - 49%","100%","0%","37 - 49%","50 - 62%","0%","0%","0%","24 - 36%","63 - 75%","f 0","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Own home elderly",1,2,"60-70","Cruising Seniors","1 - 10%","37 - 49%","11 - 23%","24 - 36%","24 - 36%","0%","63 - 75%","50 - 62%","24 - 36%","11 - 23%","11 - 23%","11 - 23%","63 - 75%","11 - 23%","11 - 23%","0%","24 - 36%","11 - 23%","24 - 36%","1 - 10%","1 - 10%","11 - 23%","37 - 49%","11 - 23%","89 - 99%","1 - 10%","11 - 23%","11 - 23%","50 - 62%","50 - 62%","37 - 49%","76 - 88%","1 - 10%","0%","0%","1 - 10%","24 - 36%","1 - 10%","f 50-99","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 200-499","f 0","f 0","f 1-49","f 0","f 0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"noinsurance"
"Religious elderly singles",1,2,"50-60","Retired and Religeous","0%","24 - 36%","24 - 36%","37 - 49%","50 - 62%","0%","37 - 49%","37 - 49%","11 - 23%","24 - 36%","0%","0%","100%","0%","0%","0%","11 - 23%","0%","76 - 88%","0%","0%","0%","37 - 49%","50 - 62%","100%","0%","63 - 75%","0%","24 - 36%","100%","0%","50 - 62%","1 - 10%","24 - 36%","0%","0%","24 - 36%","11 - 23%","f 0","f 0","f 0","f 500-999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Young and rising",1,2,"30-40","Living well","0%","63 - 75%","11 - 23%","11 - 23%","37 - 49%","11 - 23%","37 - 49%","37 - 49%","24 - 36%","11 - 23%","11 - 23%","50 - 62%","11 - 23%","11 - 23%","0%","0%","24 - 36%","24 - 36%","24 - 36%","11 - 23%","24 - 36%","24 - 36%","24 - 36%","0%","89 - 99%","1 - 10%","37 - 49%","24 - 36%","24 - 36%","76 - 88%","11 - 23%","24 - 36%","37 - 49%","11 - 23%","0%","0%","24 - 36%","24 - 36%","f 50-99","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 500-999","f 0","f 0","f 0","f 200-499","f 0","f 0","f 0","f 0","f 0",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"noinsurance"
"Traditional families",1,3,"40-50","Conservative families","1 - 10%","63 - 75%","11 - 23%","11 - 23%","76 - 88%","1 - 10%","11 - 23%","0%","24 - 36%","63 - 75%","0%","0%","100%","0%","0%","0%","24 - 36%","63 - 75%","0%","0%","0%","0%","100%","0%","0%","100%","76 - 88%","1 - 10%","11 - 23%","76 - 88%","11 - 23%","0%","100%","0%","0%","0%","24 - 36%","37 - 49%","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"High status seniors",1,3,"40-50","Successful hedonists","11 - 23%","76 - 88%","0%","0%","76 - 88%","1 - 10%","11 - 23%","1 - 10%","24 - 36%","50 - 62%","0%","37 - 49%","50 - 62%","11 - 23%","1 - 10%","0%","24 - 36%","11 - 23%","24 - 36%","1 - 10%","24 - 36%","11 - 23%","37 - 49%","1 - 10%","0%","100%","63 - 75%","11 - 23%","11 - 23%","50 - 62%","37 - 49%","0%","50 - 62%","24 - 36%","1 - 10%","0%","37 - 49%","63 - 75%","f 0","f 1000-4999","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 500-999","f 0","f 0","f 0","f 0","f 0",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"Village families",1,3,"40-50","Family with grown ups","1 - 10%","50 - 62%","1 - 10%","24 - 36%","76 - 88%","1 - 10%","11 - 23%","11 - 23%","24 - 36%","50 - 62%","11 - 23%","37 - 49%","37 - 49%","24 - 36%","1 - 10%","11 - 23%","11 - 23%","11 - 23%","1 - 10%","24 - 36%","11 - 23%","24 - 36%","24 - 36%","1 - 10%","24 - 36%","63 - 75%","63 - 75%","11 - 23%","1 - 10%","50 - 62%","37 - 49%","24 - 36%","11 - 23%","24 - 36%","11 - 23%","1 - 10%","37 - 49%","50 - 62%","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 200-499","f 0","f 0","f 0","f 0","f 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"Young, low educated",1,3,"30-40","Living well","1 - 10%","24 - 36%","11 - 23%","37 - 49%","63 - 75%","1 - 10%","11 - 23%","11 - 23%","24 - 36%","50 - 62%","0%","37 - 49%","50 - 62%","11 - 23%","0%","0%","0%","50 - 62%","24 - 36%","0%","1 - 10%","37 - 49%","24 - 36%","1 - 10%","37 - 49%","50 - 62%","50 - 62%","1 - 10%","24 - 36%","76 - 88%","11 - 23%","11 - 23%","50 - 62%","24 - 36%","0%","0%","24 - 36%","11 - 23%","f 50-99","f 0","f 0","f 500-999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 50-99","f 0","f 0","f 0","f 0","f 0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"Young, low educated",1,2,"60-70","Living well","1 - 10%","50 - 62%","1 - 10%","24 - 36%","37 - 49%","1 - 10%","50 - 62%","50 - 62%","24 - 36%","11 - 23%","1 - 10%","11 - 23%","76 - 88%","1 - 10%","0%","1 - 10%","24 - 36%","24 - 36%","37 - 49%","1 - 10%","1 - 10%","11 - 23%","37 - 49%","24 - 36%","89 - 99%","1 - 10%","24 - 36%","1 - 10%","50 - 62%","89 - 99%","1 - 10%","50 - 62%","24 - 36%","1 - 10%","0%","0%","11 - 23%","11 - 23%","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 100-199","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Low income catholics",1,3,"30-40","Retired and Religeous","1 - 10%","11 - 23%","11 - 23%","50 - 62%","50 - 62%","11 - 23%","24 - 36%","1 - 10%","24 - 36%","63 - 75%","1 - 10%","24 - 36%","63 - 75%","0%","0%","0%","24 - 36%","24 - 36%","24 - 36%","0%","1 - 10%","11 - 23%","63 - 75%","1 - 10%","89 - 99%","1 - 10%","50 - 62%","1 - 10%","37 - 49%","89 - 99%","1 - 10%","24 - 36%","50 - 62%","11 - 23%","1 - 10%","0%","24 - 36%","1 - 10%","f 0","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Dinki's (double income no kids)",1,3,"30-40","Driven Growers","0%","76 - 88%","11 - 23%","0%","76 - 88%","11 - 23%","0%","0%","63 - 75%","24 - 36%","11 - 23%","76 - 88%","0%","11 - 23%","0%","0%","76 - 88%","0%","0%","11 - 23%","24 - 36%","37 - 49%","0%","0%","0%","100%","76 - 88%","11 - 23%","0%","76 - 88%","11 - 23%","0%","63 - 75%","24 - 36%","0%","0%","37 - 49%","63 - 75%","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 200-499","f 0","f 0","f 0","f 0","f 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"High status seniors",1,2,"50-60","Successful hedonists","0%","37 - 49%","0%","50 - 62%","76 - 88%","0%","11 - 23%","11 - 23%","63 - 75%","11 - 23%","24 - 36%","50 - 62%","1 - 10%","63 - 75%","1 - 10%","0%","11 - 23%","0%","1 - 10%","63 - 75%","0%","11 - 23%","11 - 23%","0%","63 - 75%","24 - 36%","76 - 88%","11 - 23%","0%","24 - 36%","63 - 75%","11 - 23%","37 - 49%","37 - 49%","1 - 10%","0%","50 - 62%","63 - 75%","f 50-99","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 200-499","f 0","f 0","f 0","f 0","f 0",1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,"noinsurance"
"Large religous families",1,3,"40-50","Conservative families","0%","63 - 75%","0%","24 - 36%","76 - 88%","0%","11 - 23%","0%","24 - 36%","63 - 75%","0%","24 - 36%","63 - 75%","1 - 10%","1 - 10%","1 - 10%","11 - 23%","24 - 36%","24 - 36%","1 - 10%","0%","11 - 23%","63 - 75%","0%","11 - 23%","76 - 88%","76 - 88%","11 - 23%","0%","76 - 88%","11 - 23%","37 - 49%","24 - 36%","24 - 36%","0%","0%","24 - 36%","50 - 62%","f 50-99","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Lower class large families",1,3,"40-50","Family with grown ups","0%","37 - 49%","1 - 10%","37 - 49%","76 - 88%","0%","11 - 23%","11 - 23%","24 - 36%","50 - 62%","0%","11 - 23%","76 - 88%","0%","0%","24 - 36%","0%","24 - 36%","24 - 36%","11 - 23%","0%","11 - 23%","24 - 36%","37 - 49%","24 - 36%","63 - 75%","50 - 62%","11 - 23%","24 - 36%","76 - 88%","11 - 23%","50 - 62%","37 - 49%","0%","0%","0%","11 - 23%","24 - 36%","f 50-99","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"Young and rising",2,2,"50-60","Living well","24 - 36%","37 - 49%","1 - 10%","11 - 23%","50 - 62%","1 - 10%","24 - 36%","37 - 49%","37 - 49%","11 - 23%","11 - 23%","37 - 49%","37 - 49%","24 - 36%","0%","1 - 10%","37 - 49%","0%","11 - 23%","11 - 23%","11 - 23%","24 - 36%","37 - 49%","1 - 10%","63 - 75%","24 - 36%","76 - 88%","11 - 23%","0%","37 - 49%","50 - 62%","37 - 49%","24 - 36%","24 - 36%","1 - 10%","0%","24 - 36%","24 - 36%","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Lower class large families",1,3,"40-50","Family with grown ups","0%","37 - 49%","0%","50 - 62%","100%","0%","0%","0%","24 - 36%","63 - 75%","1 - 10%","11 - 23%","76 - 88%","1 - 10%","0%","0%","24 - 36%","37 - 49%","11 - 23%","1 - 10%","1 - 10%","1 - 10%","63 - 75%","1 - 10%","50 - 62%","37 - 49%","63 - 75%","1 - 10%","11 - 23%","76 - 88%","11 - 23%","11 - 23%","37 - 49%","24 - 36%","1 - 10%","0%","37 - 49%","24 - 36%","f 0","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 50-99","f 0","f 0","f 0","f 0","f 0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"Lower class large families",1,4,"30-40","Family with grown ups","0%","63 - 75%","11 - 23%","1 - 10%","63 - 75%","1 - 10%","11 - 23%","0%","1 - 10%","89 - 99%","1 - 10%","1 - 10%","89 - 99%","1 - 10%","0%","0%","11 - 23%","11 - 23%","50 - 62%","1 - 10%","0%","1 - 10%","63 - 75%","24 - 36%","89 - 99%","1 - 10%","63 - 75%","1 - 10%","11 - 23%","89 - 99%","1 - 10%","37 - 49%","37 - 49%","11 - 23%","0%","1 - 10%","24 - 36%","24 - 36%","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 1-49","f 0","f 0","f 0","f 0","f 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"Traditional families",1,3,"40-50","Conservative families","1 - 10%","1 - 10%","11 - 23%","63 - 75%","50 - 62%","1 - 10%","37 - 49%","24 - 36%","11 - 23%","37 - 49%","1 - 10%","11 - 23%","76 - 88%","0%","0%","0%","11 - 23%","37 - 49%","37 - 49%","0%","1 - 10%","1 - 10%","50 - 62%","24 - 36%","89 - 99%","1 - 10%","37 - 49%","1 - 10%","50 - 62%","89 - 99%","1 - 10%","50 - 62%","37 - 49%","1 - 10%","1 - 10%","0%","24 - 36%","37 - 49%","f 50-99","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 100-199","f 0","f 0","f 0","f 0","f 0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"Traditional families",1,3,"40-50","Conservative families","0%","24 - 36%","24 - 36%","37 - 49%","63 - 75%","1 - 10%","11 - 23%","1 - 10%","11 - 23%","76 - 88%","0%","24 - 36%","63 - 75%","0%","0%","0%","11 - 23%","11 - 23%","63 - 75%","0%","1 - 10%","1 - 10%","76 - 88%","1 - 10%","100%","0%","76 - 88%","0%","11 - 23%","76 - 88%","11 - 23%","63 - 75%","24 - 36%","1 - 10%","0%","0%","11 - 23%","37 - 49%","f 0","f 0","f 0","f 500-999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"Lower class large families",1,2,"40-50","Family with grown ups","1 - 10%","50 - 62%","1 - 10%","24 - 36%","50 - 62%","1 - 10%","37 - 49%","24 - 36%","24 - 36%","37 - 49%","11 - 23%","11 - 23%","63 - 75%","1 - 10%","1 - 10%","1 - 10%","11 - 23%","37 - 49%","11 - 23%","1 - 10%","1 - 10%","11 - 23%","50 - 62%","1 - 10%","37 - 49%","50 - 62%","63 - 75%","1 - 10%","11 - 23%","76 - 88%","11 - 23%","24 - 36%","50 - 62%","11 - 23%","0%","0%","24 - 36%","24 - 36%","f 0","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 1000-4999","f 1000-4999","f 0","f 0","f 0","f 0","f 0",0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,"noinsurance"
"Career and childcare",1,3,"40-50","Driven Growers","0%","76 - 88%","11 - 23%","0%","100%","0%","0%","0%","24 - 36%","63 - 75%","63 - 75%","24 - 36%","0%","63 - 75%","11 - 23%","0%","11 - 23%","0%","0%","76 - 88%","11 - 23%","0%","0%","0%","0%","100%","76 - 88%","11 - 23%","0%","11 - 23%","76 - 88%","0%","0%","76 - 88%","11 - 23%","0%","50 - 62%","89 - 99%","f 50-99","f 0","f 0","f 1000-4999","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0","f 0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"insurance"
